,Unnamed: 0,Species,gps,Year,axyridis_2007_18km,axyridis_2008_18km,axyridis_2009_18km,axyridis_2010_18km,axyridis_2011_18km,axyridis_2012_18km,axyridis_2013_18km,axyridis_2014_18km,axyridis_2015_18km,axyridis_2016_18km,axyridis_2017_18km,axyridis_2018_18km,axyridis_2019_18km,axyridis_2020_18km,axyridis_2021_18km,maculata_2007_18km,maculata_2008_18km,maculata_2009_18km,maculata_2010_18km,maculata_2011_18km,maculata_2012_18km,maculata_2013_18km,maculata_2014_18km,maculata_2015_18km,maculata_2016_18km,maculata_2017_18km,maculata_2018_18km,maculata_2019_18km,maculata_2020_18km,maculata_2021_18km,convergens_2007_18km,convergens_2008_18km,convergens_2009_18km,convergens_2010_18km,convergens_2011_18km,convergens_2012_18km,convergens_2013_18km,convergens_2014_18km,convergens_2015_18km,convergens_2016_18km,convergens_2017_18km,convergens_2018_18km,convergens_2019_18km,convergens_2020_18km,convergens_2021_18km,transversoguttata_2007_18km,transversoguttata_2008_18km,transversoguttata_2009_18km,transversoguttata_2010_18km,transversoguttata_2011_18km,transversoguttata_2012_18km,transversoguttata_2013_18km,transversoguttata_2014_18km,transversoguttata_2015_18km,transversoguttata_2016_18km,transversoguttata_2017_18km,transversoguttata_2018_18km,transversoguttata_2019_18km,transversoguttata_2020_18km,transversoguttata_2021_18km,septempunctata_2007_18km,septempunctata_2008_18km,septempunctata_2009_18km,septempunctata_2010_18km,septempunctata_2011_18km,septempunctata_2012_18km,septempunctata_2013_18km,septempunctata_2014_18km,septempunctata_2015_18km,septempunctata_2016_18km,septempunctata_2017_18km,septempunctata_2018_18km,septempunctata_2019_18km,septempunctata_2020_18km,septempunctata_2021_18km,parenthesis_2007_18km,parenthesis_2008_18km,parenthesis_2009_18km,parenthesis_2010_18km,parenthesis_2011_18km,parenthesis_2012_18km,parenthesis_2013_18km,parenthesis_2014_18km,parenthesis_2015_18km,parenthesis_2016_18km,parenthesis_2017_18km,parenthesis_2018_18km,parenthesis_2019_18km,parenthesis_2020_18km,parenthesis_2021_18km,caseyi_2007_18km,caseyi_2008_18km,caseyi_2009_18km,caseyi_2010_18km,caseyi_2011_18km,caseyi_2012_18km,caseyi_2013_18km,caseyi_2014_18km,caseyi_2015_18km,caseyi_2016_18km,caseyi_2017_18km,caseyi_2018_18km,caseyi_2019_18km,caseyi_2020_18km,caseyi_2021_18km,glacialis_2007_18km,glacialis_2008_18km,glacialis_2009_18km,glacialis_2010_18km,glacialis_2011_18km,glacialis_2012_18km,glacialis_2013_18km,glacialis_2014_18km,glacialis_2015_18km,glacialis_2016_18km,glacialis_2017_18km,glacialis_2018_18km,glacialis_2019_18km,glacialis_2020_18km,glacialis_2021_18km,aethiops_2007_18km,aethiops_2008_18km,aethiops_2009_18km,aethiops_2010_18km,aethiops_2011_18km,aethiops_2012_18km,aethiops_2013_18km,aethiops_2014_18km,aethiops_2015_18km,aethiops_2016_18km,aethiops_2017_18km,aethiops_2018_18km,aethiops_2019_18km,aethiops_2020_18km,aethiops_2021_18km,chalybeus_2007_18km,chalybeus_2008_18km,chalybeus_2009_18km,chalybeus_2010_18km,chalybeus_2011_18km,chalybeus_2012_18km,chalybeus_2013_18km,chalybeus_2014_18km,chalybeus_2015_18km,chalybeus_2016_18km,chalybeus_2017_18km,chalybeus_2018_18km,chalybeus_2019_18km,chalybeus_2020_18km,chalybeus_2021_18km,alpestris_2007_18km,alpestris_2008_18km,alpestris_2009_18km,alpestris_2010_18km,alpestris_2011_18km,alpestris_2012_18km,alpestris_2013_18km,alpestris_2014_18km,alpestris_2015_18km,alpestris_2016_18km,alpestris_2017_18km,alpestris_2018_18km,alpestris_2019_18km,alpestris_2020_18km,alpestris_2021_18km,ludovicianus_2007_18km,ludovicianus_2008_18km,ludovicianus_2009_18km,ludovicianus_2010_18km,ludovicianus_2011_18km,ludovicianus_2012_18km,ludovicianus_2013_18km,ludovicianus_2014_18km,ludovicianus_2015_18km,ludovicianus_2016_18km,ludovicianus_2017_18km,ludovicianus_2018_18km,ludovicianus_2019_18km,ludovicianus_2020_18km,ludovicianus_2021_18km,lapponicus_2007_18km,lapponicus_2008_18km,lapponicus_2009_18km,lapponicus_2010_18km,lapponicus_2011_18km,lapponicus_2012_18km,lapponicus_2013_18km,lapponicus_2014_18km,lapponicus_2015_18km,lapponicus_2016_18km,lapponicus_2017_18km,lapponicus_2018_18km,lapponicus_2019_18km,lapponicus_2020_18km,lapponicus_2021_18km,ornatus_2007_18km,ornatus_2008_18km,ornatus_2009_18km,ornatus_2010_18km,ornatus_2011_18km,ornatus_2012_18km,ornatus_2013_18km,ornatus_2014_18km,ornatus_2015_18km,ornatus_2016_18km,ornatus_2017_18km,ornatus_2018_18km,ornatus_2019_18km,ornatus_2020_18km,ornatus_2021_18km,mccownii_2007_18km,mccownii_2008_18km,mccownii_2009_18km,mccownii_2010_18km,mccownii_2011_18km,mccownii_2012_18km,mccownii_2013_18km,mccownii_2014_18km,mccownii_2015_18km,mccownii_2016_18km,mccownii_2017_18km,mccownii_2018_18km,mccownii_2019_18km,mccownii_2020_18km,mccownii_2021_18km
68,68,Coccinella novemnotata,"(38.4, -104.4)",2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.125,0.0,0.2727272727272727,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.011235955056179775,0.0,0.0,0.0,1.0,0.0,0.4,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.14285714285714285,0.0,0.13636363636363635,0.2,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.3333333333333333,0.0,0.0,0.1,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.5,1.0,0.0,,,,0.0,,0.0,,,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275,0.15,0.3695652173913043,0.5531914893617021,0.40350877192982454,0.6212121212121212,0.35135135135135137,0.36,0.4336283185840708,0.4,0.4690265486725664,0.3357664233576642,0.375,0.15418502202643172,0.2310126582278481,0.6666666666666666,0.1724137931034483,0.42857142857142855,0.30612244897959184,0.46511627906976744,0.5362318840579711,0.7272727272727273,0.6666666666666666,0.6901408450704225,0.7333333333333333,0.5,0.49504950495049505,0.5436893203883495,0.3978494623655914,0.4413793103448276,0.1111111111111111,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.09090909090909091,0.0,0.06666666666666667,0.3333333333333333,0.24242424242424243,0.25925925925925924,0.25806451612903225,0.18518518518518517,0.0,1.0,0.0,0.25,0.0,0.25,0.0,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.7,0.5,0.23076923076923078,0.06896551724137931,,0.0,0.0,0.3333333333333333,0.25,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.12,0.08695652173913043,0.02702702702702703,0.0
69,69,Coccinella novemnotata,"(38.8334312, -104.8218)",2012,0.0,0.0,0.0,0.0,0.25,0.16666666666666666,0.1,0.1,0.11538461538461539,0.0375,0.028037383177570093,0.021052631578947368,0.0031746031746031746,0.0029411764705882353,0.0072992700729927005,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6363636363636364,0.625,0.5,0.7272727272727273,0.4,0.5,0.45454545454545453,0.0,0.05921052631578947,0.013574660633484163,0.06293706293706294,0.12087912087912088,0.2247191011235955,0.0,0.0,0.6,0.0,0.6666666666666666,0.6,0.2,0.4,0.5,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.7142857142857143,0.5555555555555556,0.3181818181818182,0.3,0.13333333333333333,0.2631578947368421,0.0547945205479452,0.136,0.02531645569620253,0.32,0.06735751295336788,0.11428571428571428,,0.0,0.5,0.6666666666666666,0.6666666666666666,0.2,0.1,0.6666666666666666,0.6,0.0,0.75,0.0,0.0,0.3333333333333333,0.3333333333333333,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,1.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1956521739130435,0.2765957446808511,0.21052631578947367,0.15151515151515152,0.2702702702702703,0.25,0.1504424778761062,0.2,0.19469026548672566,0.20437956204379562,0.15,0.12334801762114538,0.11392405063291139,0.06666666666666667,0.034482758620689655,0.03571428571428571,0.10204081632653061,0.06976744186046512,0.0,0.05454545454545454,0.12280701754385964,0.056338028169014086,0.18666666666666668,0.1509433962264151,0.12871287128712872,0.21359223300970873,0.20430107526881722,0.10344827586206896,0.1111111111111111,0.0,0.0,0.0,0.07142857142857142,0.0,0.05555555555555555,0.045454545454545456,0.08333333333333333,0.06666666666666667,0.0,0.0,0.07407407407407407,0.0967741935483871,0.037037037037037035,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.07142857142857142,0.0,0.0,,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808
70,70,Coccinella novemnotata,"(40.058094, -105.195154)",2012,0.0,0.0,1.0,0.0625,0.125,0.08333333333333333,0.1,0.25,0.07692307692307693,0.0875,0.04672897196261682,0.04736842105263158,0.10476190476190476,0.014705882352941176,0.042335766423357665,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.36363636363636365,0.375,0.375,0.09090909090909091,0.1,0.16666666666666666,0.2727272727272727,0.04477611940298507,0.05921052631578947,0.09502262443438914,0.1888111888111888,0.42857142857142855,0.19101123595505617,0.0,0.0,0.2,1.0,0.0,0.2,0.1,0.0,0.0,0.0,0.25,0.3333333333333333,0.5,0.25,0.8,0.0,0.0,0.3,0.2857142857142857,0.2222222222222222,0.09090909090909091,0.1,0.13333333333333333,0.3157894736842105,0.0684931506849315,0.208,0.9240506329113924,0.68,0.08290155440414508,0.37142857142857144,,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8333333333333334,0.1111111111111111,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,,0.5,0.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.475,0.21666666666666667,0.4782608695652174,0.6595744680851063,1.0,1.0,0.8648648648648649,0.55,0.5309734513274337,0.3769230769230769,0.5752212389380531,0.49635036496350365,0.5625,0.5903083700440529,0.4651898734177215,0.0,0.20689655172413793,0.25,0.16326530612244897,0.32558139534883723,0.07246376811594203,0.45454545454545453,0.2631578947368421,0.30985915492957744,0.30666666666666664,0.16981132075471697,0.10891089108910891,0.21359223300970873,0.41935483870967744,0.2896551724137931,0.0,0.0,0.0,0.0,0.07142857142857142,0.4,0.8333333333333334,0.18181818181818182,0.08333333333333333,0.2,0.05555555555555555,0.030303030303030304,0.18518518518518517,0.0967741935483871,0.07407407407407407,0.0,0.0,0.0,1.0,1.0,1.0,0.875,0.1111111111111111,0.6666666666666666,0.0,0.0,0.0,0.07692307692307693,0.9655172413793104,,0.0,0.0,0.3333333333333333,0.75,1.0,0.75,0.8666666666666667,0.07142857142857142,0.0,0.0,0.0,0.08,0.043478260869565216,0.16216216216216217,0.047619047619047616
71,71,Coccinella novemnotata,"(38.9330494, -104.60858)",2012,0.0,0.0,0.6666666666666666,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00145985401459854,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5454545454545454,0.625,0.5,0.6363636363636364,0.1,0.5,0.18181818181818182,0.0,0.019736842105263157,0.03167420814479638,0.013986013986013986,0.054945054945054944,0.0898876404494382,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5714285714285714,0.4444444444444444,0.3181818181818182,0.1,0.13333333333333333,0.10526315789473684,0.0136986301369863,0.024,0.0379746835443038,0.08,0.031088082901554404,0.02857142857142857,,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.2,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,,0.0,,,0.5,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,,0.0,1.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.043478260869565216,0.0425531914893617,0.03508771929824561,0.13636363636363635,0.11711711711711711,0.18,0.12389380530973451,0.3,0.23008849557522124,0.20437956204379562,0.2,0.2907488986784141,0.13291139240506328,0.0,0.0,0.0,0.04081632653061224,0.046511627906976744,0.014492753623188406,0.05454545454545454,0.10526315789473684,0.07042253521126761,0.26666666666666666,0.1792452830188679,0.1485148514851485,0.20388349514563106,0.2903225806451613,0.1103448275862069,0.0,0.0,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.07142857142857142,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,72,Coccinella novemnotata,"(38.894739, -104.69724)",2012,0.0,0.0,0.6666666666666666,0.0,0.125,0.16666666666666666,0.0,0.1,0.11538461538461539,0.0375,0.02336448598130841,0.005263157894736842,0.0031746031746031746,0.0014705882352941176,0.004379562043795621,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.7272727272727273,1.0,0.875,0.9090909090909091,0.4,0.6666666666666666,0.45454545454545453,0.0,0.05921052631578947,0.03619909502262444,0.04195804195804196,0.10989010989010989,0.2247191011235955,0.0,0.0,0.6,0.0,0.6666666666666666,1.0,0.2,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.8571428571428571,0.8888888888888888,0.45454545454545453,0.4,0.2,0.2631578947368421,0.0410958904109589,0.08,0.0379746835443038,0.24,0.03626943005181347,0.08571428571428572,,0.0,1.0,1.0,1.0,0.1,0.1,1.0,0.8,0.0,0.75,0.0,0.0,0.2222222222222222,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.5,1.0,0.0,0.0,0.0,,,,0.0,,0.0,,,0.5,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,1.0,,0.0,1.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08333333333333333,0.17391304347826086,0.2765957446808511,0.22807017543859648,0.25757575757575757,0.25225225225225223,0.33,0.17699115044247787,0.36153846153846153,0.24778761061946902,0.22627737226277372,0.1875,0.2599118942731278,0.14873417721518986,0.06666666666666667,0.0,0.0,0.08163265306122448,0.046511627906976744,0.0,0.09090909090909091,0.17543859649122806,0.09859154929577464,0.37333333333333335,0.19811320754716982,0.21782178217821782,0.2524271844660194,0.3225806451612903,0.1793103448275862,0.0,0.0,0.0,0.09090909090909091,0.07142857142857142,0.0,0.05555555555555555,0.045454545454545456,0.08333333333333333,0.06666666666666667,0.0,0.0,0.07407407407407407,0.0967741935483871,0.037037037037037035,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.07142857142857142,0.0,0.0,,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808
73,73,Coccinella novemnotata,"(38.8802301, -104.77251)",2012,0.0,0.0,0.6666666666666666,0.0,0.25,0.16666666666666666,0.1,0.1,0.11538461538461539,0.0375,0.02336448598130841,0.021052631578947368,0.0031746031746031746,0.0029411764705882353,0.010218978102189781,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.7272727272727273,1.0,0.875,1.0,0.5,0.6666666666666666,0.45454545454545453,0.0,0.05921052631578947,0.04072398190045249,0.06293706293706294,0.14285714285714285,0.2696629213483146,0.0,0.0,0.6,0.0,0.6666666666666666,1.0,0.2,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.8571428571428571,0.8888888888888888,0.45454545454545453,0.4,0.2,0.2631578947368421,0.0547945205479452,0.12,0.0379746835443038,0.32,0.046632124352331605,0.11428571428571428,,0.0,1.0,1.0,1.0,0.2,0.1,1.0,0.8,0.0,0.75,0.0,0.0,0.3333333333333333,0.3333333333333333,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.5,1.0,0.0,0.0,0.0,,,,0.0,,0.0,,,0.5,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,1.0,,0.0,1.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08333333333333333,0.17391304347826086,0.2765957446808511,0.22807017543859648,0.19696969696969696,0.24324324324324326,0.3,0.1415929203539823,0.27692307692307694,0.21238938053097345,0.24817518248175183,0.15625,0.15418502202643172,0.13924050632911392,0.06666666666666667,0.034482758620689655,0.0,0.08163265306122448,0.06976744186046512,0.0,0.07272727272727272,0.14035087719298245,0.07042253521126761,0.30666666666666664,0.19811320754716982,0.21782178217821782,0.2621359223300971,0.3225806451612903,0.15172413793103448,0.0,0.0,0.0,0.09090909090909091,0.07142857142857142,0.0,0.05555555555555555,0.045454545454545456,0.08333333333333333,0.06666666666666667,0.0,0.0,0.07407407407407407,0.0967741935483871,0.037037037037037035,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.07142857142857142,0.0,0.0,,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808
74,74,Coccinella novemnotata,"(37.2861114, -108.03951)",2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031746031746031746,0.0,0.004379562043795621,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.1,0.3333333333333333,0.09090909090909091,0.0,0.0,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.1,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.0,0.008849557522123894,0.007692307692307693,0.0,0.0072992700729927005,0.0,0.0,0.0031645569620253164,0.0,0.0,0.07142857142857142,0.0,0.023255813953488372,0.014492753623188406,0.01818181818181818,0.017543859649122806,0.04225352112676056,0.013333333333333334,0.009433962264150943,0.019801980198019802,0.0,0.053763440860215055,0.006896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,75,Coccinella novemnotata,"(38.929826, -104.57608)",2012,0.0,0.0,0.6666666666666666,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5454545454545454,0.625,0.5,0.6363636363636364,0.1,0.5,0.18181818181818182,0.0,0.019736842105263157,0.03167420814479638,0.02097902097902098,0.04395604395604396,0.07865168539325842,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5714285714285714,0.4444444444444444,0.3181818181818182,0.1,0.13333333333333333,0.10526315789473684,0.0136986301369863,0.024,0.0379746835443038,0.08,0.025906735751295335,0.02857142857142857,,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.2,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,,0.0,,,0.5,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,,0.0,1.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.043478260869565216,0.06382978723404255,0.017543859649122806,0.13636363636363635,0.12612612612612611,0.19,0.12389380530973451,0.27692307692307694,0.22123893805309736,0.1897810218978102,0.20625,0.28193832599118945,0.12974683544303797,0.0,0.0,0.0,0.061224489795918366,0.046511627906976744,0.014492753623188406,0.07272727272727272,0.12280701754385964,0.08450704225352113,0.22666666666666666,0.16981132075471697,0.1485148514851485,0.22330097087378642,0.2903225806451613,0.11724137931034483,0.0,0.0,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.07142857142857142,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,76,Coccinella novemnotata,"(38.9341583, -104.60948)",2012,0.0,0.0,0.6666666666666666,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00145985401459854,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5454545454545454,0.625,0.5,0.6363636363636364,0.1,0.5,0.18181818181818182,0.0,0.019736842105263157,0.03167420814479638,0.013986013986013986,0.054945054945054944,0.0898876404494382,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5714285714285714,0.4444444444444444,0.3181818181818182,0.1,0.13333333333333333,0.10526315789473684,0.0136986301369863,0.024,0.0379746835443038,0.08,0.031088082901554404,0.02857142857142857,,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.2,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,,0.0,,,0.5,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,,0.0,1.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.043478260869565216,0.0425531914893617,0.03508771929824561,0.13636363636363635,0.11711711711711711,0.18,0.12389380530973451,0.3,0.23008849557522124,0.20437956204379562,0.2,0.2907488986784141,0.13291139240506328,0.0,0.0,0.0,0.04081632653061224,0.046511627906976744,0.014492753623188406,0.05454545454545454,0.08771929824561403,0.07042253521126761,0.26666666666666666,0.1792452830188679,0.1485148514851485,0.20388349514563106,0.2903225806451613,0.1103448275862069,0.0,0.0,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.07142857142857142,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,77,Coccinella novemnotata,"(49.08, -113.88)",2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.006993006993006993,0.0,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010362694300518135,0.05714285714285714,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.02127659574468085,0.017543859649122806,0.045454545454545456,0.04504504504504504,0.0,0.0,0.007692307692307693,0.017699115044247787,0.021897810218978103,0.0,0.004405286343612335,0.015822784810126583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
