,Unnamed: 0,Species,gps,Year,axyridis_2007_18km,axyridis_2008_18km,axyridis_2009_18km,axyridis_2010_18km,axyridis_2011_18km,axyridis_2012_18km,axyridis_2013_18km,axyridis_2014_18km,axyridis_2015_18km,axyridis_2016_18km,axyridis_2017_18km,axyridis_2018_18km,axyridis_2019_18km,axyridis_2020_18km,axyridis_2021_18km,septempunctata_2007_18km,septempunctata_2008_18km,septempunctata_2009_18km,septempunctata_2010_18km,septempunctata_2011_18km,septempunctata_2012_18km,septempunctata_2013_18km,septempunctata_2014_18km,septempunctata_2015_18km,septempunctata_2016_18km,septempunctata_2017_18km,septempunctata_2018_18km,septempunctata_2019_18km,septempunctata_2020_18km,septempunctata_2021_18km,convergens_2007_18km,convergens_2008_18km,convergens_2009_18km,convergens_2010_18km,convergens_2011_18km,convergens_2012_18km,convergens_2013_18km,convergens_2014_18km,convergens_2015_18km,convergens_2016_18km,convergens_2017_18km,convergens_2018_18km,convergens_2019_18km,convergens_2020_18km,convergens_2021_18km,novemnotata_2007_18km,novemnotata_2008_18km,novemnotata_2009_18km,novemnotata_2010_18km,novemnotata_2011_18km,novemnotata_2012_18km,novemnotata_2013_18km,novemnotata_2014_18km,novemnotata_2015_18km,novemnotata_2016_18km,novemnotata_2017_18km,novemnotata_2018_18km,novemnotata_2019_18km,novemnotata_2020_18km,novemnotata_2021_18km,maculata_2007_18km,maculata_2008_18km,maculata_2009_18km,maculata_2010_18km,maculata_2011_18km,maculata_2012_18km,maculata_2013_18km,maculata_2014_18km,maculata_2015_18km,maculata_2016_18km,maculata_2017_18km,maculata_2018_18km,maculata_2019_18km,maculata_2020_18km,maculata_2021_18km,parenthesis_2007_18km,parenthesis_2008_18km,parenthesis_2009_18km,parenthesis_2010_18km,parenthesis_2011_18km,parenthesis_2012_18km,parenthesis_2013_18km,parenthesis_2014_18km,parenthesis_2015_18km,parenthesis_2016_18km,parenthesis_2017_18km,parenthesis_2018_18km,parenthesis_2019_18km,parenthesis_2020_18km,parenthesis_2021_18km,vnigrum_2007_18km,vnigrum_2008_18km,vnigrum_2009_18km,vnigrum_2010_18km,vnigrum_2011_18km,vnigrum_2012_18km,vnigrum_2013_18km,vnigrum_2014_18km,vnigrum_2015_18km,vnigrum_2016_18km,vnigrum_2017_18km,vnigrum_2018_18km,vnigrum_2019_18km,vnigrum_2020_18km,vnigrum_2021_18km,caseyi_2007_18km,caseyi_2008_18km,caseyi_2009_18km,caseyi_2010_18km,caseyi_2011_18km,caseyi_2012_18km,caseyi_2013_18km,caseyi_2014_18km,caseyi_2015_18km,caseyi_2016_18km,caseyi_2017_18km,caseyi_2018_18km,caseyi_2019_18km,caseyi_2020_18km,caseyi_2021_18km,mexicanus_2007_18km,mexicanus_2008_18km,mexicanus_2009_18km,mexicanus_2010_18km,mexicanus_2011_18km,mexicanus_2012_18km,mexicanus_2013_18km,mexicanus_2014_18km,mexicanus_2015_18km,mexicanus_2016_18km,mexicanus_2017_18km,mexicanus_2018_18km,mexicanus_2019_18km,mexicanus_2020_18km,mexicanus_2021_18km,alpestris_2007_18km,alpestris_2008_18km,alpestris_2009_18km,alpestris_2010_18km,alpestris_2011_18km,alpestris_2012_18km,alpestris_2013_18km,alpestris_2014_18km,alpestris_2015_18km,alpestris_2016_18km,alpestris_2017_18km,alpestris_2018_18km,alpestris_2019_18km,alpestris_2020_18km,alpestris_2021_18km,lapponicus_2007_18km,lapponicus_2008_18km,lapponicus_2009_18km,lapponicus_2010_18km,lapponicus_2011_18km,lapponicus_2012_18km,lapponicus_2013_18km,lapponicus_2014_18km,lapponicus_2015_18km,lapponicus_2016_18km,lapponicus_2017_18km,lapponicus_2018_18km,lapponicus_2019_18km,lapponicus_2020_18km,lapponicus_2021_18km,ludovicianus_2007_18km,ludovicianus_2008_18km,ludovicianus_2009_18km,ludovicianus_2010_18km,ludovicianus_2011_18km,ludovicianus_2012_18km,ludovicianus_2013_18km,ludovicianus_2014_18km,ludovicianus_2015_18km,ludovicianus_2016_18km,ludovicianus_2017_18km,ludovicianus_2018_18km,ludovicianus_2019_18km,ludovicianus_2020_18km,ludovicianus_2021_18km,henslowii_2007_18km,henslowii_2008_18km,henslowii_2009_18km,henslowii_2010_18km,henslowii_2011_18km,henslowii_2012_18km,henslowii_2013_18km,henslowii_2014_18km,henslowii_2015_18km,henslowii_2016_18km,henslowii_2017_18km,henslowii_2018_18km,henslowii_2019_18km,henslowii_2020_18km,henslowii_2021_18km,mccownii_2007_18km,mccownii_2008_18km,mccownii_2009_18km,mccownii_2010_18km,mccownii_2011_18km,mccownii_2012_18km,mccownii_2013_18km,mccownii_2014_18km,mccownii_2015_18km,mccownii_2016_18km,mccownii_2017_18km,mccownii_2018_18km,mccownii_2019_18km,mccownii_2020_18km,mccownii_2021_18km,ornatus_2007_18km,ornatus_2008_18km,ornatus_2009_18km,ornatus_2010_18km,ornatus_2011_18km,ornatus_2012_18km,ornatus_2013_18km,ornatus_2014_18km,ornatus_2015_18km,ornatus_2016_18km,ornatus_2017_18km,ornatus_2018_18km,ornatus_2019_18km,ornatus_2020_18km,ornatus_2021_18km
81,81,Coccinella transversoguttata,"(38.8802301, -104.77251)",2012,,0.0,0.6666666666666666,0.0,0.25,0.5,0.5,0.14285714285714285,0.125,0.42857142857142855,0.45454545454545453,0.1111111111111111,0.01694915254237288,0.011834319526627219,0.05982905982905983,0.0,0.0,1.0,1.0,1.0,0.625,0.8,0.25,0.45454545454545453,0.25,0.5769230769230769,0.04054054054054054,0.3137254901960784,0.06,0.14035087719298245,0.0,0.5,0.8,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,1.0,0.0,0.8181818181818182,0.42857142857142855,0.3103448275862069,0.3333333333333333,0.5333333333333333,,0.0,1.0,1.0,1.0,1.0,0.18181818181818182,1.0,0.5,1.0,0.6666666666666666,0.2,1.0,0.5,0.18181818181818182,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.2,0.1,1.0,1.0,0.0,0.75,0.0,0.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.025,0.06976744186046512,0.0,0.07142857142857142,0.0136986301369863,0.0,0.041666666666666664,0.03409090909090909,0.20618556701030927,0.3148148148148148,0.27972027972027974,0.24,0.14354066985645933,0.08333333333333333,0.18181818181818182,0.18518518518518517,0.23529411764705882,0.3611111111111111,0.203125,0.17333333333333334,0.216,0.40540540540540543,0.16494845360824742,0.3870967741935484,0.24,0.24817518248175183,0.18518518518518517,0.22580645161290322,0.2268041237113402,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.03333333333333333,0.03333333333333333,0.1111111111111111,0.07142857142857142,0.0,0.0,0.07407407407407407,0.0967741935483871,0.03571428571428571,0.09090909090909091,0.1111111111111111,0.0,0.11764705882352941,0.0967741935483871,0.0,0.09090909090909091,0.18604651162790697,0.07042253521126761,0.3709677419354839,0.19811320754716982,0.21782178217821782,0.2621359223300971,0.3225806451612903,0.2018348623853211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.15384615384615385,0.0,0.021739130434782608,0.0,0.0,
82,82,Coccinella transversoguttata,"(38.53, -104.82136)",2012,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020618556701030927,0.0,0.013986013986013986,0.0,0.004784688995215311,0.0,0.0,0.0,0.029411764705882353,0.08333333333333333,0.046875,0.0,0.032,0.013513513513513514,0.08247422680412371,0.10752688172043011,0.07,0.043795620437956206,0.037037037037037035,0.03870967741935484,0.06701030927835051,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.08695652173913043,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0967741935483871,0.0,0.09090909090909091,0.06976744186046512,0.07042253521126761,0.14516129032258066,0.10377358490566038,0.0891089108910891,0.10679611650485436,0.1827956989247312,0.10091743119266056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,
83,83,Coccinella transversoguttata,"(38.8338816, -104.82136)",2012,,0.0,0.0,0.0,0.25,0.5,0.5,0.14285714285714285,0.125,0.42857142857142855,0.5454545454545454,0.1111111111111111,0.01694915254237288,0.011834319526627219,0.042735042735042736,0.0,0.0,0.7142857142857143,0.8333333333333334,0.625,0.4375,0.6,0.16666666666666666,0.45454545454545453,0.25,0.6538461538461539,0.02702702702702703,0.3137254901960784,0.08666666666666667,0.14035087719298245,0.0,0.5,0.7,0.625,0.5714285714285714,0.7272727272727273,0.6666666666666666,0.5,1.0,0.0,0.8181818181818182,0.14285714285714285,0.3103448275862069,0.3076923076923077,0.4444444444444444,,0.0,0.6666666666666666,0.5,0.8,0.5,0.09090909090909091,0.6666666666666666,0.5,1.0,0.6666666666666666,0.2,0.6666666666666666,0.5,0.09090909090909091,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.6666666666666666,0.6666666666666666,0.2,0.1,0.6666666666666666,0.75,0.0,0.75,0.0,0.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.025,0.06976744186046512,0.0,0.07142857142857142,0.0410958904109589,0.0,0.05555555555555555,0.03409090909090909,0.24742268041237114,0.32407407407407407,0.2937062937062937,0.25333333333333335,0.22488038277511962,0.18333333333333332,0.18181818181818182,0.2222222222222222,0.2647058823529412,0.3611111111111111,0.1875,0.13333333333333333,0.24,0.33783783783783783,0.17525773195876287,0.27956989247311825,0.22,0.20437956204379562,0.17777777777777778,0.18064516129032257,0.18556701030927836,0.045454545454545456,0.0,0.0,0.0,0.07142857142857142,0.0,0.03333333333333333,0.03333333333333333,0.1111111111111111,0.07142857142857142,0.0,0.0,0.07407407407407407,0.0967741935483871,0.03571428571428571,0.09090909090909091,0.1111111111111111,0.0625,0.14705882352941177,0.0967741935483871,0.0,0.06818181818181818,0.16279069767441862,0.056338028169014086,0.22580645161290322,0.1509433962264151,0.12871287128712872,0.21359223300970873,0.20430107526881722,0.13761467889908258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.07692307692307693,0.0,0.021739130434782608,0.0,0.0,
84,84,Coccinella transversoguttata,"(37.378922, -107.5902)",2012,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.021739130434782608,0.0,0.0410958904109589,0.01639344262295082,0.06944444444444445,0.022727272727272728,0.07216494845360824,0.0,0.006993006993006993,0.006666666666666667,0.004784688995215311,0.016666666666666666,0.0,0.0,0.0,0.0,0.015625,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064516129032258064,0.015463917525773196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016129032258064516,0.0,0.0,0.0,0.021505376344086023,0.01834862385321101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
85,85,Coccinella transversoguttata,"(38.5316, -104.432)",2012,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.0,0.1875,0.6,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.125,0.0,0.2727272727272727,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,,0.0,0.3333333333333333,0.5,0.0,0.16666666666666666,0.18181818181818182,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.3333333333333333,0.0,0.0,0.1,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.37037037037037035,0.5588235294117647,0.75,0.421875,0.5466666666666666,0.344,0.5540540540540541,0.6597938144329897,0.7204301075268817,0.75,0.7007299270072993,0.7481481481481481,0.7935483870967742,0.8247422680412371,0.045454545454545456,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.1,0.05555555555555555,0.14285714285714285,0.391304347826087,0.7575757575757576,0.4074074074074074,0.2903225806451613,0.21428571428571427,0.9090909090909091,0.4444444444444444,0.875,0.5294117647058824,0.7096774193548387,0.926829268292683,0.9318181818181818,0.8837209302325582,0.8873239436619719,0.8870967741935484,0.839622641509434,0.8712871287128713,0.8737864077669902,0.8064516129032258,0.926605504587156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.058823529411764705,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.10344827586206896,0.09090909090909091,0.02702702702702703,0.0,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.0,0.09090909090909091,0.2,0.23076923076923078,0.36,0.17391304347826086,0.09375,0.10344827586206896,
86,86,Coccinella transversoguttata,"(37.2861114, -108.03951)",2012,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0625,0.2,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.16666666666666666,0.3333333333333333,0.2,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.13333333333333333,0.125,0.16279069767441862,0.10869565217391304,0.08928571428571429,0.0958904109589041,0.4262295081967213,0.4027777777777778,0.3409090909090909,0.4845360824742268,0.3055555555555556,0.2517482517482518,0.24666666666666667,0.17703349282296652,0.29444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.010309278350515464,0.010752688172043012,0.0,0.0072992700729927005,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.03225806451612903,0.024390243902439025,0.022727272727272728,0.023255813953488372,0.04225352112676056,0.016129032258064516,0.009433962264150943,0.019801980198019802,0.0,0.053763440860215055,0.009174311926605505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
87,87,Coccinella transversoguttata,"(40.3772059, -105.52166)",2012,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008547008547008548,1.0,0.0,0.0,0.0,0.0,0.0625,0.2,0.0,0.0,0.25,0.15384615384615385,0.02702702702702703,0.0196078431372549,0.0,0.03508771929824561,0.0,0.0,0.0,0.125,0.0,0.09090909090909091,0.0,0.0,0.0,0.2,0.45454545454545453,0.0,0.034482758620689655,0.0,0.15555555555555556,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.7,0.55,0.6511627906976745,0.5217391304347826,0.375,0.4657534246575342,0.4918032786885246,0.4166666666666667,0.7272727272727273,0.5979381443298969,0.5925925925925926,0.6853146853146853,0.7066666666666667,0.4449760765550239,0.7388888888888889,0.36363636363636365,0.25925925925925924,0.20588235294117646,0.1388888888888889,0.1875,0.16,0.104,0.32432432432432434,0.13402061855670103,0.15053763440860216,0.15,0.11678832116788321,0.22962962962962963,0.14193548387096774,0.12371134020618557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.029411764705882353,0.06451612903225806,0.024390243902439025,0.045454545454545456,0.023255813953488372,0.056338028169014086,0.016129032258064516,0.02830188679245283,0.009900990099009901,0.038834951456310676,0.03225806451612903,0.10091743119266056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,
88,88,Coccinella transversoguttata,"(40.058462, -105.16379)",2012,,0.0,1.0,0.16666666666666666,0.125,0.25,0.5,0.35714285714285715,0.041666666666666664,1.0,0.9090909090909091,0.25,0.559322033898305,0.0650887573964497,0.2564102564102564,0.0,0.0,0.42857142857142855,0.3333333333333333,0.25,0.125,0.2,0.16666666666666666,0.5454545454545454,0.3125,1.0,1.0,0.6470588235294118,0.10666666666666667,0.47368421052631576,0.0,0.0,0.4,0.375,0.42857142857142855,0.09090909090909091,0.16666666666666666,0.16666666666666666,0.4,0.6,0.8181818181818182,1.0,0.896551724137931,1.0,0.37777777777777777,,0.0,0.3333333333333333,0.0,0.2,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.25,0.0,0.0,0.25,,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8333333333333334,0.3333333333333333,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.7666666666666667,0.9,0.627906976744186,0.5652173913043478,0.48214285714285715,0.6027397260273972,0.6229508196721312,0.3194444444444444,0.26136363636363635,0.36082474226804123,0.39814814814814814,0.43356643356643354,0.48,0.32057416267942584,0.45,1.0,0.6666666666666666,0.8235294117647058,0.9444444444444444,1.0,1.0,0.88,0.9054054054054054,0.7010309278350515,0.6344086021505376,0.79,0.5912408759124088,0.8148148148148148,1.0,0.8865979381443299,0.0,0.0,0.0,0.0,0.07142857142857142,0.5714285714285714,0.5333333333333333,0.16666666666666666,0.1111111111111111,0.2857142857142857,0.13043478260869565,0.030303030303030304,0.25925925925925924,0.0967741935483871,0.10714285714285714,0.0,0.6666666666666666,0.4375,0.23529411764705882,0.4838709677419355,0.12195121951219512,0.7272727272727273,0.3953488372093023,0.3380281690140845,0.4032258064516129,0.19811320754716982,0.1188118811881188,0.2621359223300971,0.46236559139784944,0.42201834862385323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.17647058823529413,0.13636363636363635,0.125,0.896551724137931,0.03333333333333333,0.0,0.0,0.0,0.06896551724137931,0.045454545454545456,0.16216216216216217,0.047619047619047616,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.88,0.09090909090909091,0.2,0.0,0.0,0.021739130434782608,0.0625,1.0,
89,89,Coccinella transversoguttata,"(38.929826, -104.57608)",2012,,0.0,0.6666666666666666,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.6666666666666666,0.5,0.4375,0.2,0.16666666666666666,0.18181818181818182,0.0625,0.11538461538461539,0.04054054054054054,0.0784313725490196,0.03333333333333333,0.03508771929824561,0.0,0.5,0.6,0.625,0.5714285714285714,0.6363636363636364,0.16666666666666666,0.5,0.4,0.0,0.2727272727272727,0.3333333333333333,0.10344827586206896,0.10256410256410256,0.15555555555555556,,0.0,0.6666666666666666,0.5,0.4,0.8333333333333334,0.09090909090909091,0.3333333333333333,0.5,0.0,0.3333333333333333,0.0,0.3333333333333333,0.5,0.09090909090909091,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.25,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004784688995215311,0.0,0.0,0.07407407407407407,0.058823529411764705,0.08333333333333333,0.015625,0.12,0.112,0.25675675675675674,0.14432989690721648,0.3870967741935484,0.25,0.1897810218978102,0.24444444444444444,0.4129032258064516,0.211340206185567,0.0,0.0,0.125,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.08823529411764706,0.06451612903225806,0.024390243902439025,0.09090909090909091,0.16279069767441862,0.08450704225352113,0.27419354838709675,0.16981132075471697,0.1485148514851485,0.22330097087378642,0.2903225806451613,0.1559633027522936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.021739130434782608,0.0,0.0,
90,90,Coccinella transversoguttata,"(38.52, -104.422)",2012,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.0,0.1875,0.6,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.125,0.0,0.2727272727272727,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,,0.0,0.3333333333333333,0.5,0.0,0.16666666666666666,0.18181818181818182,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.3333333333333333,0.0,0.0,0.1,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.37037037037037035,0.5294117647058824,0.75,0.40625,0.5466666666666666,0.344,0.5405405405405406,0.6494845360824743,0.7204301075268817,0.74,0.6715328467153284,0.7555555555555555,0.7548387096774194,0.8041237113402062,0.045454545454545456,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.1,0.05555555555555555,0.14285714285714285,0.34782608695652173,0.696969696969697,0.4074074074074074,0.2903225806451613,0.17857142857142858,0.9090909090909091,0.4444444444444444,0.8125,0.5294117647058824,0.7096774193548387,0.926829268292683,0.9318181818181818,0.8837209302325582,0.8873239436619719,0.8870967741935484,0.8113207547169812,0.8514851485148515,0.8640776699029126,0.7526881720430108,0.926605504587156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.058823529411764705,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.10344827586206896,0.09090909090909091,0.02702702702702703,0.0,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.0,0.09090909090909091,0.2,0.23076923076923078,0.36,0.17391304347826086,0.125,0.06896551724137931,
